type_of_product,generic_product_type,sub_industry,industry,price_per_unit_sar,total_quantity,unit_of_measurement_mlgunits,channel
A1-Cabin surface cleaner,General purpose cleaner,Aviation,Transportation,16.0,500.0,mL,B2B
A11-Aircraft corrosion inhitor compound removal solvent,Corrosion inhitor compound remover,Aviation,Transportation,13125.0,200000.0,mL,B2B
C1-Car wash shampoo,Vehicle wet wash shampoo,Automotive,Transportation,121.0,1000.0,mL,E-commerce
C1-Car wash shampoo,Vehicle wet wash shampoo,Automotive,Transportation,45.0,1000.0,mL,Retail
C1-Waterless car wash product,Vehicle dry wash exterior cleaner,Automotive,Transportation,55.75,3790.0,mL,Retail
C1-Waterless car wash product,Vehicle dry wash exterior cleaner,Automotive,Transportation,65.75,3790.0,mL,Retail
C1-Car wash shampoo,Vehicle wet wash shampoo,Automotive,Transportation,68.0,2950.0,mL,Retail
C1-Car wash shampoo,Vehicle wet wash shampoo,Automotive,Transportation,66.0,2000.0,mL,Retail
C1-Car wash shampoo,Vehicle wet wash shampoo,Automotive,Transportation,60.0,1890.0,mL,Retail
C1-Car wash shampoo,Vehicle wet wash shampoo,Automotive,Transportation,80.0,1890.0,mL,Retail
C1-Car wash shampoo,Vehicle wet wash shampoo,Automotive,Transportation,55.0,1890.0,mL,Retail
C1-Car wash shampoo,Vehicle wet wash shampoo,Automotive,Transportation,55.0,1890.0,mL,Retail
C1-Car wash shampoo,Vehicle wet wash shampoo,Automotive,Transportation,55.0,1890.0,mL,Retail
C1-Waterless car wash product,Vehicle dry wash exterior cleaner,Automotive,Transportation,80.0,1900.0,mL,Retail
C1-Waterless car wash product,Vehicle dry wash exterior cleaner,Automotive,Transportation,40.0,1890.0,mL,Retail
C4-Car upholstery cleaner,Upholstery cleaner,Automotive,Transportation,79.0,473.0,mL,E-commerce
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,60.0,443.0,mL,E-commerce
C2-Wheel cleaner,Degreaser,Automotive,Transportation,92.0,1000.0,mL,Retail
C2-Tire foam,Degreaser,Automotive,Transportation,25.0,650.0,mL,Retail
C2-Tire foam,Degreaser,Automotive,Transportation,58.0,280.0,mL,E-commerce
C2-Tire foam,Degreaser,Automotive,Transportation,32.0,500.0,mL,E-commerce
C2-Tire foam,Degreaser,Automotive,Transportation,40.0,500.0,mL,E-commerce
C2-Tire foam,Degreaser,Automotive,Transportation,146.0,680.0,mL,E-commerce
C2-Tire foam,Degreaser,Automotive,Transportation,49.0,623.0,mL,E-commerce
C2-Tire shiner,Surface lubricant and protectant,Automotive,Transportation,60.0,453.0,mL,E-commerce
C2-Tire foam,Degreaser,Automotive,Transportation,65.0,1000.0,mL,E-commerce
C2-Tire foam,Degreaser,Automotive,Transportation,71.0,566.0,mL,E-commerce
C2-Tire foam,Degreaser,Automotive,Transportation,68.0,1000.0,mL,E-commerce
C2-Tire shiner,Surface lubricant and protectant,Automotive,Transportation,43.0,680.0,mL,Retail
C2-Tire shiner,Surface lubricant and protectant,Automotive,Transportation,25.0,500.0,mL,Retail
C2-Tire shiner,Surface lubricant and protectant,Automotive,Transportation,55.0,709.0,mL,Retail
C2-Wheel cleaner,Degreaser,Automotive,Transportation,40.0,680.0,mL,E-commerce
C2-Tire foam,Degreaser,Automotive,Transportation,55.0,560.0,mL,Retail
C2-Tire foam,Degreaser,Automotive,Transportation,37.0,467.0,mL,Retail
C2-Tire shiner,Surface lubricant and protectant,Automotive,Transportation,20.0,500.0,mL,Retail
C2-Wheel cleaner,Degreaser,Automotive,Transportation,55.0,500.0,mL,Retail
C2-Wheel cleaner,Degreaser,Automotive,Transportation,60.0,680.0,mL,Retail
C2-Wheel cleaner,Degreaser,Automotive,Transportation,50.0,500.0,mL,Retail
C2-Wheel cleaner,Degreaser,Automotive,Transportation,57.0,709.0,mL,Retail
C2-Brake dust remover,Degreaser,Automotive,Transportation,39.0,396.0,mL,E-commerce
C2-Brake dust remover,Degreaser,Automotive,Transportation,118.0,410.0,mL,E-commerce
C2-Brake dust remover,Degreaser,Automotive,Transportation,17.0,425.0,mL,E-commerce
C2-Brake dust remover,Degreaser,Automotive,Transportation,16.0,330.0,mL,E-commerce
C2-Brake dust remover,Degreaser,Automotive,Transportation,99.0,396.0,mL,E-commerce
C2-Brake dust remover,Degreaser,Automotive,Transportation,108.0,538.0,mL,E-commerce
C2-Brake dust remover,Degreaser,Automotive,Transportation,22.0,396.0,mL,E-commerce
C2-Brake dust remover,Degreaser,Automotive,Transportation,44.0,396.0,mL,E-commerce
C2-Brake dust remover,Degreaser,Automotive,Transportation,30.0,300.0,mL,E-commerce
C3-Anti-fog spray for car glass,Anti-fog formula,Automotive,Transportation,28.0,100.0,mL,E-commerce
C3-Anti-fog spray for car glass,Anti-fog formula,Automotive,Transportation,25.0,141.0,mL,E-commerce
C3-Anti-fog spray for car glass,Anti-fog formula,Automotive,Transportation,129.0,175.0,mL,E-commerce
C3-Anti-fog spray for car glass,Anti-fog formula,Automotive,Transportation,40.0,539.0,mL,E-commerce
C3-Anti-fog spray for car glass,Anti-fog formula,Automotive,Transportation,105.0,260.0,mL,E-commerce
C3-Anti-fog spray for car glass,Anti-fog formula,Automotive,Transportation,249.0,400.0,mL,E-commerce
C3-Anti-fog spray for car glass,Anti-fog formula,Automotive,Transportation,67.0,473.0,mL,E-commerce
C3-Anti-fog spray for car glass,Anti-fog formula,Automotive,Transportation,33.0,283.0,mL,E-commerce
C3-Anti-fog spray for car glass,Anti-fog formula,Automotive,Transportation,87.0,297.0,mL,E-commerce
C3-Anti-fog spray for car glass,Anti-fog formula,Automotive,Transportation,193.0,60.0,mL,E-commerce
C3-Car glass cleaner,Glass cleaner,Automotive,Transportation,31.25,4000.0,mL,E-commerce
C3-Car glass cleaner,Glass cleaner,Automotive,Transportation,25.0,400.0,mL,Retail
C3-Car glass cleaner,Glass cleaner,Automotive,Transportation,50.0,370.0,mL,Retail
C4-Car air freshener,Air freshener,Automotive,Transportation,25.0,506.0,mL,Retail
C4-Car air freshener,Air freshener,Automotive,Transportation,25.0,473.0,mL,Retail
C4-Car dashboard and plastic protectant,Surface lubricant and protectant,Automotive,Transportation,65.0,244.0,mL,E-commerce
C4-Car dashboard and plastic protectant,Surface lubricant and protectant,Automotive,Transportation,90.0,295.0,mL,E-commerce
C4-Car dashboard and plastic protectant,Surface lubricant and protectant,Automotive,Transportation,190.0,50.0,mL,E-commerce
C4-Car dashboard and plastic protectant,Surface lubricant and protectant,Automotive,Transportation,18.0,30.0,Units ,E-commerce
C4-Car dashboard and plastic protectant,Surface lubricant and protectant,Automotive,Transportation,217.0,15.0,mL,E-commerce
C4-Car dashboard and plastic protectant,Surface lubricant and protectant,Automotive,Transportation,63.0,500.0,mL,E-commerce
C4-Car dashboard and plastic protectant,Surface lubricant and protectant,Automotive,Transportation,38.0,50.0,mL,E-commerce
C4-Car dashboard and plastic protectant,Surface lubricant and protectant,Automotive,Transportation,116.0,400.0,mL,E-commerce
C4-Car dashboard and plastic protectant,Surface lubricant and protectant,Automotive,Transportation,10.0,200.0,mL,Retail
C4-Car surface disinfectant wet rags,Cleaning wet wipes,Automotive,Transportation,50.0,267.0,mL,Retail
C3-Windshield water repellent,Water repellent formula,Automotive,Transportation,28.0,370.0,,E-commerce
C3-Windshield water repellent,Water repellent formula,Automotive,Transportation,30.0,30.0,Units ,E-commerce
C3-Windshield water repellent,Water repellent formula,Automotive,Transportation,77.0,473.0,mL,E-commerce
C3-Windshield water repellent,Water repellent formula,Automotive,Transportation,87.0,500.0,mL,E-commerce
C3-Windshield water repellent,Water repellent formula,Automotive,Transportation,177.0,200.0,mL,E-commerce
C3-Windshield water repellent,Water repellent formula,Automotive,Transportation,71.22,20.0,mL,E-commerce
C3-Windshield water repellent,Water repellent formula,Automotive,Transportation,23.0,200.0,mL,E-commerce
C3-Windshield water repellent,Water repellent formula,Automotive,Transportation,70.0,236.0,mL,E-commerce
C3-Windshield water repellent,Water repellent formula,Automotive,Transportation,40.0,539.0,mL,E-commerce
C4-Car leather cleaner,Leather and vinyl cleaner,Automotive,Transportation,60.0,473.0,mL,E-commerce
C4-Car leather conditioner,Leather and vinyl conditioner,Automotive,Transportation,25.0,300.0,mL,Retail
C4-Car leather cleaner,Leather and vinyl cleaner,Automotive,Transportation,42.0,650.0,mL,E-commerce
C4-Car leather conditioner,Leather and vinyl conditioner,Automotive,Transportation,60.0,473.0,mL,Retail
C4-Car leather cleaner,Leather and vinyl cleaner,Automotive,Transportation,72.0,236.0,,E-commerce
C4-Car leather conditioner,Leather and vinyl conditioner,Automotive,Transportation,126.0,472.0,,E-commerce
C4-Car leather cleaner,Leather and vinyl cleaner,Automotive,Transportation,126.0,236.0,,E-commerce
C4-Car leather conditioner,Leather and vinyl conditioner,Automotive,Transportation,114.0,500.0,,E-commerce
C4-Car leather conditioner,Leather and vinyl conditioner,Automotive,Transportation,52.0,500.0,,E-commerce
C4-Car leather conditioner,Leather and vinyl conditioner,Automotive,Transportation,59.0,650.0,,E-commerce
C4-Car leather conditioner,Leather and vinyl conditioner,Automotive,Transportation,38.0,200.0,,E-commerce
C4-Car leather conditioner,Leather and vinyl conditioner,Automotive,Transportation,104.0,400.0,,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,80.0,59.0,mL,Retail
C4-Car upholstery cleaner,Upholstery cleaner,Automotive,Transportation,59.75,560.0,mL,Retail
C4-Car surface disinfectant,Disinfectant and cleaner,Automotive,Transportation,30.0,30.0,mL,Retail
C5-Car bug and poop remover,Bug remover,Automotive,Transportation,60.0,425.0,mL,Retail
C5-Car spray wax,Vehicle dry wash exterior cleaner,Automotive,Transportation,52.0,473.0,mL,E-commerce
C5-Car spray wax,Vehicle dry wash exterior cleaner,Automotive,Transportation,60.0,473.0,mL,Retail
C5-Car spray wax,Vehicle dry wash exterior cleaner,Automotive,Transportation,60.0,340.0,mL,Retail
C4-Car dashboard and plastic protectant,Surface lubricant and protectant,Automotive,Transportation,174.0,437.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,46.0,300.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,25.0,650.0,mL,Retail
F1-FM general purpose cleaner,General purpose cleaner,Facilities management,Facilities management,124.88,62000.0,mL,B2B
F1-FM general purpose cleaner,General purpose cleaner,Facilities management,Facilities management,55.88,5000.0,mL,B2B
F2-FM general hard floor cleaner,Floor cleaner,Facilities management,Facilities management,1320.0,300000.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,3.0,500.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,41.63,1800.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,23.63,3000.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,64.5,1000.0,mL,B2B
F4-FM heavy-duty toilet and urinal cleaner,"Toilet, shower and tile cleaner",Facilities management,Facilities management,1430.0,200000.0,mL,B2B
F4-FM heavy-duty toilet and urinal cleaner,"Toilet, shower and tile cleaner",Facilities management,Facilities management,788.15,100000.0,mL,B2B
F5-FM streak-free glass cleaner for large window areas,Glass cleaner,Facilities management,Facilities management,650.0,100000.0,mL,B2B
H10-Liquid dish soap,Dishwashing soap,Home,Households,13.0,1000.0,mL,Retail
H10-Liquid dish soap,Dishwashing soap,Home,Households,16.0,1000.0,mL,Retail
H10-Liquid dish soap,Dishwashing soap,Home,Households,21.0,1000.0,mL,Retail
H10-Liquid dish soap,Dishwashing soap,Home,Households,21.0,1500.0,mL,Retail
H10-Liquid dish soap,Dishwashing soap,Home,Households,24.0,1250.0,mL,Retail
H10-Liquid dish soap,Dishwashing soap,Home,Households,16.0,1000.0,mL,Retail
H10-Liquid dish soap,Dishwashing soap,Home,Households,16.0,1000.0,mL,Retail
H10-Liquid dish soap,Dishwashing soap,Home,Households,17.0,800.0,mL,Retail
H10-Liquid dish soap,Dishwashing soap,Home,Households,63.0,650.0,mL,Retail
H10-Liquid dish soap,Dishwashing soap,Home,Households,5.75,1500.0,mL,Retail
H10-Liquid dish soap,Dishwashing soap,Home,Households,5.75,1500.0,mL,Retail
H10-Liquid dish soap,Dishwashing soap,Home,Households,5.75,1500.0,mL,Retail
H10-Liquid dish soap,Dishwashing soap,Home,Households,5.75,1500.0,mL,Retail
H10-Liquid dish soap,Dishwashing soap,Home,Households,5.75,700.0,mL,Retail
H10-Liquid dish soap,Dishwashing soap,Home,Households,5.75,1500.0,mL,Retail
H10-Liquid dish soap,Dishwashing soap,Home,Households,5.75,1500.0,mL,Retail
H10-Liquid dish soap,Dishwashing soap,Home,Households,6.75,400.0,mL,Retail
H10-Liquid dish soap,Dishwashing soap,Home,Households,22.0,1500.0,mL,Retail
H10-Liquid dish soap,Dishwashing soap,Home,Households,10.0,600.0,mL,Retail
H10-Liquid dish soap,Dishwashing soap,Home,Households,9.0,1000.0,mL,Retail
H10-Liquid dish soap,Dishwashing soap,Home,Households,12.0,670.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,50.0,250.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,138.0,1000.0,mL ,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,64.0,300.0,mL ,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,24.0,200.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,23.0,300.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,13.0,300.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,22.0,300.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,5.75,700.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,5.75,700.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,5.75,1000.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,5.75,750.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,5.75,750.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,5.75,1000.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,5.75,1000.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,5.75,750.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,5.75,400.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,5.75,300.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,5.75,400.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,5.75,260.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,5.75,450.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,5.75,450.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,5.75,150.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,5.75,175.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,5.75,150.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,12.0,125.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,12.0,125.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,20.0,500.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,11.0,460.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,6.0,300.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,10.0,300.0,mL,Retail
H11-Aerosol air freshener,Air freshener,Home,Households,42.38,250.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,25.13,250.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,13.13,300.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,13.13,300.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,21.38,300.0,mL,E-commerce
H11-Odor neutralizing spray,Odor eliminator,Home,Households,50.0,250.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,20.0,500.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,18.0,500.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,19.0,300.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,12.0,250.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,18.0,200.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,39.0,500.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,27.0,500.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,16.0,250.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,15.0,250.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,12.0,500.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,500.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,500.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,1000.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,1000.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,500.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,1000.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,500.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,300.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,500.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,500.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,500.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,500.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,500.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,500.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,500.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,500.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,500.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,500.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,1000.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,500.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,1000.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,1000.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,300.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,1000.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,1000.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,1000.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,500.0,mL,Retail
H12-Hand soap,Hand soap,Home,Households,5.75,500.0,mL,Retail
